County,State,Temperature
Jefferson,Indiana,36.6
Jennings,Indiana,36.2
Johnson,Indiana,34.2
Knox,Indiana,36.1
Kosciusko,Indiana,32.3
LaGrange,Indiana,32.1
Lake,Indiana,32.1
LaPorte,Indiana,32.4
Lawrence,Indiana,34.7
Madison,Indiana,34.2
Marion,Indiana,34.4
Marshall,Indiana,31.7
Martin,Indiana,35.2
Miami,Indiana,33
Monroe,Indiana,34.4
Montgomery,Indiana,33.2
Morgan,Indiana,34.4
Newton,Indiana,32
Noble,Indiana,32.2
Ohio,Indiana,36.3
Orange,Indiana,35.3
Owen,Indiana,34.1
Parke,Indiana,34
Perry,Indiana,37.6
Pike,Indiana,36.3
Porter,Indiana,32.2
Posey,Indiana,38.4
Pulaski,Indiana,31
Putnam,Indiana,33.5
Randolph,Indiana,32.8
Ripley,Indiana,35.5
Rush,Indiana,34.6
St. Joseph,Indiana,32.2
Scott,Indiana,36.6
Shelby,Indiana,34.6
Spencer,Indiana,37.7
Starke,Indiana,31.5
Steuben,Indiana,31.6
Sullivan,Indiana,35.5
Switzerland,Indiana,36.3
Tippecanoe,Indiana,33.2
Tipton,Indiana,33.3
Union,Indiana,34.1
Vanderburgh,Indiana,38.1
Vermillion,Indiana,34.2
Vigo,Indiana,35
Wabash,Indiana,33.3
Warren,Indiana,33.1
Warrick,Indiana,37.4
Washington,Indiana,35.5
Wayne,Indiana,33.8
Wells,Indiana,33.5
White,Indiana,32.2
Whitley,Indiana,32.5
Adair,Iowa,29
Adams,Iowa,29.1
Allamakee,Iowa,27.6
Appanoose,Iowa,31.4
Audubon,Iowa,27.9
Benton,Iowa,29.4
Black Hawk,Iowa,29.3
Boone,Iowa,29.2
Bremer,Iowa,28.3
Buchanan,Iowa,28.8
Buena Vista,Iowa,25.5
Butler,Iowa,28.4
Calhoun,Iowa,27.2
Carroll,Iowa,27.8
Cass,Iowa,28.7
Cedar,Iowa,30.4
Cerro Gordo,Iowa,26.2
Cherokee,Iowa,25.8
Chickasaw,Iowa,26.9
Clarke,Iowa,30.2
Clay,Iowa,25.2
Clayton,Iowa,28.4
Clinton,Iowa,30
Crawford,Iowa,27.2
Dallas,Iowa,29.9
Davis,Iowa,31.7
Decatur,Iowa,30.6
Delaware,Iowa,28.8
Des Moines,Iowa,32.1
Dickinson,Iowa,24.2
Dubuque,Iowa,28.6
Emmet,Iowa,24.7
Fayette,Iowa,27.7
Floyd,Iowa,27.1
Franklin,Iowa,27.5
Fremont,Iowa,31
Greene,Iowa,28.5
Grundy,Iowa,29
Guthrie,Iowa,28.6
Hamilton,Iowa,28.1
Hancock,Iowa,25.5
Hardin,Iowa,28.5
Harrison,Iowa,28.9
Henry,Iowa,32.1
Howard,Iowa,25.7
Humboldt,Iowa,26.2
Ida,Iowa,25.9
Iowa,Iowa,30.5
Jackson,Iowa,29.2
Jasper,Iowa,30.7
Jefferson,Iowa,31.9
Johnson,Iowa,30.5
Jones,Iowa,29.3
Keokuk,Iowa,31.2
Kossuth,Iowa,25.4
Lee,Iowa,32.7
Linn,Iowa,29.7
Louisa,Iowa,31.6
Lucas,Iowa,30.9
Lyon,Iowa,24.3
Madison,Iowa,30.1
Mahaska,Iowa,30.9
Marion,Iowa,31.3
Marshall,Iowa,29.7
Mills,Iowa,30.2
Mitchell,Iowa,25.4
Monona,Iowa,28.2
Monroe,Iowa,31.3
Montgomery,Iowa,29.5
Muscatine,Iowa,31
O'Brien,Iowa,25
Osceola,Iowa,24
Page,Iowa,30
Palo Alto,Iowa,25.3
Plymouth,Iowa,26.7
Pocahontas,Iowa,26
Polk,Iowa,30.7
Pottawattamie,Iowa,29.5
Poweshiek,Iowa,30.1
Ringgold,Iowa,29.9
Sac,Iowa,26.6
Scott,Iowa,30.9
Shelby,Iowa,28.1
Sioux,Iowa,25.5
Story,Iowa,29.5
Tama,Iowa,29.5
Taylor,Iowa,29.9
Union,Iowa,29.3
Van Buren,Iowa,32.2
Wapello,Iowa,31.6
Warren,Iowa,31
Washington,Iowa,31.3
Wayne,Iowa,31.1
Webster,Iowa,27.4
Winnebago,Iowa,24.4
Winneshiek,Iowa,26.7
Woodbury,Iowa,27.1
Worth,Iowa,24.9
Wright,Iowa,26.8
Alcona,Michigan,26.9
Alger,Michigan,23.2
Allegan,Michigan,32
Alpena,Michigan,27
Antrim,Michigan,27.8
Arenac,Michigan,28.9
Baraga,Michigan,19.6
Barry,Michigan,30.6
Bay,Michigan,29.7
Benzie,Michigan,28.7
Berrien,Michigan,33.1
Branch,Michigan,31.4
Calhoun,Michigan,30.6
Cass,Michigan,31.9
Charlevoix,Michigan,27.7
Cheboygan,Michigan,26.5
Chippewa,Michigan,23.2
Clare,Michigan,27.7
Clinton,Michigan,31
Crawford,Michigan,26
Delta,Michigan,24.6
Dickinson,Michigan,21.9
Eaton,Michigan,30.8
Emmet,Michigan,27
Genesee,Michigan,30.5
Gladwin,Michigan,28.6
Gogebic,Michigan,20.4
Grand Traverse,Michigan,28.2
Gratiot,Michigan,29.8
Hillsdale,Michigan,31
Houghton,Michigan,20.7
Huron,Michigan,29.9
Ingham,Michigan,31.1
Ionia,Michigan,30.3
Iosco,Michigan,28
Iron,Michigan,19.8
Isabella,Michigan,28.8
Jackson,Michigan,31.3
Kalamazoo,Michigan,31
Kalkaska,Michigan,26.9
Kent,Michigan,30.4
Keweenaw,Michigan,21.2
Lake,Michigan,28.5
Lapeer,Michigan,30.6
Leelanau,Michigan,29.1
Lenawee,Michigan,32.3
Livingston,Michigan,30.4
Luce,Michigan,22.4
Mackinac,Michigan,24.3
Macomb,Michigan,31.9
Manistee,Michigan,29.4
Marquette,Michigan,20.9
Mason,Michigan,30
Mecosta,Michigan,28.4
Menominee,Michigan,24.4
Midland,Michigan,29.4
Missaukee,Michigan,27
Monroe,Michigan,33.3
Montcalm,Michigan,29.2
Montmorency,Michigan,26.5
Muskegon,Michigan,31.6
Newaygo,Michigan,29.4
Oakland,Michigan,30.4
Oceana,Michigan,30.2
Ogemaw,Michigan,26.9
Ontonagon,Michigan,21.2
Osceola,Michigan,27.5
Oscoda,Michigan,26
Otsego,Michigan,25.7
Ottawa,Michigan,32.1
Presque Isle,Michigan,26.6
Roscommon,Michigan,26.8
Saginaw,Michigan,30.2
St. Clair,Michigan,31.5
St. Joseph,Michigan,31.8
Sanilac,Michigan,30.6
Schoolcraft,Michigan,23.9
Shiawassee,Michigan,30.8
Tuscola,Michigan,30.5
Van Buren,Michigan,32.2
Washtenaw,Michigan,31.1
Wayne,Michigan,32.3
Wexford,Michigan,27.6
Aitkin,Minnesota,17.4
Anoka,Minnesota,22.5
Becker,Minnesota,15
Beltrami,Minnesota,14.3
Benton,Minnesota,20.9
Big Stone,Minnesota,20
Blue Earth,Minnesota,23.7
Brown,Minnesota,23.5
Carlton,Minnesota,17.7
Carver,Minnesota,22.9
Cass,Minnesota,16.3
Chippewa,Minnesota,21.3
Chisago,Minnesota,22.2
Clay,Minnesota,16.6
Clearwater,Minnesota,14.7
Cook,Minnesota,14.5
Cottonwood,Minnesota,23.4
Crow Wing,Minnesota,17.8
Dakota,Minnesota,23.6
Dodge,Minnesota,23.4
Douglas,Minnesota,18.2
Faribault,Minnesota,24.1
Fillmore,Minnesota,25.4
Freeborn,Minnesota,23.9
Goodhue,Minnesota,23.6
Grant,Minnesota,18.3
Hennepin,Minnesota,22.9
Houston,Minnesota,26.7
Hubbard,Minnesota,15.5
Isanti,Minnesota,21.7
Itasca,Minnesota,14.5
Jackson,Minnesota,23.5
Kanabec,Minnesota,20.1
Kandiyohi,Minnesota,20.8
Kittson,Minnesota,11.6
Koochiching,Minnesota,12.6
Lac qui Parle,Minnesota,21.4
Lake,Minnesota,14.1
Lake of the Woods,Minnesota,11.6
Le Sueur,Minnesota,23
Lincoln,Minnesota,21.3
Lyon,Minnesota,23.2
McLeod,Minnesota,23
Mahnomen,Minnesota,14.5
Marshall,Minnesota,13
Martin,Minnesota,24.2
Meeker,Minnesota,21.2
Mille Lacs,Minnesota,20.2
Morrison,Minnesota,19.4
Mower,Minnesota,24.1
Murray,Minnesota,23
Nicollet,Minnesota,23.1
Nobles,Minnesota,23.4
Norman,Minnesota,15.8
Olmsted,Minnesota,24.2
Otter Tail,Minnesota,16.7
Pennington,Minnesota,13.3
Pine,Minnesota,19.4
Pipestone,Minnesota,22.3
Polk,Minnesota,14.4
Pope,Minnesota,19.2
Ramsey,Minnesota,23.4
Red Lake,Minnesota,13.8
Redwood,Minnesota,23.4
Renville,Minnesota,22.5
Rice,Minnesota,23
Rock,Minnesota,23.3
Roseau,Minnesota,11.4
St. Louis,Minnesota,14
Scott,Minnesota,23.5
Sherburne,Minnesota,21.8
Sibley,Minnesota,23
Stearns,Minnesota,20
Steele,Minnesota,23.3
Stevens,Minnesota,19.2
Swift,Minnesota,20.4
Todd,Minnesota,18.5
Traverse,Minnesota,19.1
Wabasha,Minnesota,24.5
Wadena,Minnesota,16.9
Waseca,Minnesota,23.2
Washington,Minnesota,23.4
Watonwan,Minnesota,23.6
Wilkin,Minnesota,17.8
Winona,Minnesota,25.8
Wright,Minnesota,21.7
Yellow Medicine,Minnesota,22.2
Adair,Missouri,32.3
Andrew,Missouri,31.9
Atchison,Missouri,31.6
Audrain,Missouri,34
Barry,Missouri,37.3
Barton,Missouri,36.2
Bates,Missouri,34.9
Benton,Missouri,35.6
Bollinger,Missouri,36.2
Boone,Missouri,34.6
Buchanan,Missouri,32.8
Butler,Missouri,38.2
Caldwell,Missouri,32.5
Callaway,Missouri,34.9
Camden,Missouri,36.5
Cape Girardeau,Missouri,37
Carroll,Missouri,33.5
Carter,Missouri,36.7
Cass,Missouri,34.1
Cedar,Missouri,36.9
Chariton,Missouri,33.4
Christian,Missouri,35.6
Clark,Missouri,33.1
Clay,Missouri,33.6
Clinton,Missouri,32.9
Cole,Missouri,36
Cooper,Missouri,35
Crawford,Missouri,35.6
Dade,Missouri,36.4
Dallas,Missouri,35.7
Daviess,Missouri,32
DeKalb,Missouri,32.3
Dent,Missouri,36
Douglas,Missouri,36.3
Dunklin,Missouri,40.3
Franklin,Missouri,35.6
Gasconade,Missouri,35.4
Gentry,Missouri,31.7
Greene,Missouri,35.3
Grundy,Missouri,31.6
Harrison,Missouri,31.2
Henry,Missouri,34.4
Hickory,Missouri,36
Holt,Missouri,31.6
Howard,Missouri,34.3
Howell,Missouri,36.9
Iron,Missouri,35.3
Jackson,Missouri,33.9
Jasper,Missouri,36.7
Jefferson,Missouri,36.9
Johnson,Missouri,33.8
Knox,Missouri,32.8
Laclede,Missouri,36.1
Lafayette,Missouri,33.9
Lawrence,Missouri,36
Lewis,Missouri,33.6
Lincoln,Missouri,35.4
Linn,Missouri,32.5
Livingston,Missouri,32.6
McDonald,Missouri,37.5
Macon,Missouri,32.7
Madison,Missouri,35.1
Maries,Missouri,35.8
Marion,Missouri,34
Mercer,Missouri,31.3
Miller,Missouri,36.2
Mississippi,Missouri,38.7
Moniteau,Missouri,35.5
Monroe,Missouri,33.6
Montgomery,Missouri,34.9
Morgan,Missouri,35.7
New Madrid,Missouri,39.3
Newton,Missouri,36.8
Nodaway,Missouri,30.9
Oregon,Missouri,37
Osage,Missouri,35.8
Ozark,Missouri,37.4
Pemiscot,Missouri,41.2
Perry,Missouri,36.7
Pettis,Missouri,34.7
Phelps,Missouri,36.1
Pike,Missouri,34.8
Platte,Missouri,33.6
Polk,Missouri,35.7
Pulaski,Missouri,36.2
Putnam,Missouri,31.7
Ralls,Missouri,34.2
Randolph,Missouri,33.4
Ray,Missouri,33.4
Reynolds,Missouri,35.6
Ripley,Missouri,37.8
St. Charles,Missouri,36.1
St. Clair,Missouri,36.1
Ste. Genevieve,Missouri,36.4
St. Francois,Missouri,35.7
St. Louis,Missouri,36.6
Saline,Missouri,34.1
Schuyler,Missouri,32.1
Scotland,Missouri,32.6
Scott,Missouri,38.1
Shannon,Missouri,36.6
Shelby,Missouri,33.1
Stoddard,Missouri,38
Stone,Missouri,36.8
Sullivan,Missouri,31.7
Taney,Missouri,36.9
Texas,Missouri,36
Vernon,Missouri,36
Warren,Missouri,35.2
Washington,Missouri,36.1
Wayne,Missouri,36.1
Webster,Missouri,35.2
Worth,Missouri,30.8
Wright,Missouri,35.7
St. Louis City,Missouri,36.9
Adams,Ohio,35.5
Allen,Ohio,34.2
Ashland,Ohio,33.2
Ashtabula,Ohio,32.6
Athens,Ohio,35.1
Auglaize,Ohio,33.9
Belmont,Ohio,34.4
Brown,Ohio,35.2
Butler,Ohio,34.9
Carroll,Ohio,34
Champaign,Ohio,33.3
Clark,Ohio,34.3
Clermont,Ohio,35.6
Clinton,Ohio,35.2
Columbiana,Ohio,34.2
Coshocton,Ohio,34
Crawford,Ohio,32.8
Cuyahoga,Ohio,34.5
Darke,Ohio,33.3
Defiance,Ohio,33
Delaware,Ohio,34.5
Erie,Ohio,33.8
Fairfield,Ohio,34.1
Fayette,Ohio,34.8
Franklin,Ohio,35.1
Fulton,Ohio,33.2
Gallia,Ohio,35.4
Geauga,Ohio,32
Greene,Ohio,35.2
Guernsey,Ohio,34.1
Hamilton,Ohio,36
Hancock,Ohio,34
Hardin,Ohio,33.6
Harrison,Ohio,34.1
Henry,Ohio,33.6
Highland,Ohio,35.4
Hocking,Ohio,34.2
Holmes,Ohio,33.5
Huron,Ohio,33.1
Jackson,Ohio,35.1
Jefferson,Ohio,34.2
Knox,Ohio,32.8
Lake,Ohio,33.7
Lawrence,Ohio,35.7
Licking,Ohio,33.5
Logan,Ohio,33.1
Lorain,Ohio,34.5
Lucas,Ohio,34.5
Madison,Ohio,34.4
Mahoning,Ohio,33.2
Marion,Ohio,33.6
Medina,Ohio,33.8
Meigs,Ohio,35.5
Mercer,Ohio,33.5
Miami,Ohio,34.3
Monroe,Ohio,33.9
Montgomery,Ohio,35
Morgan,Ohio,34.4
Morrow,Ohio,32.8
Muskingum,Ohio,34.3
Noble,Ohio,34.1
Ottawa,Ohio,34.1
Paulding,Ohio,33
Perry,Ohio,33.7
Pickaway,Ohio,35.2
Pike,Ohio,35.4
Portage,Ohio,32.7
Preble,Ohio,34.2
Putnam,Ohio,34
Richland,Ohio,32.7
Ross,Ohio,35.3
Sandusky,Ohio,33.9
Scioto,Ohio,35.5
Seneca,Ohio,33.4
Shelby,Ohio,33.4
Stark,Ohio,33.5
Summit,Ohio,33.8
Trumbull,Ohio,32.7
Tuscarawas,Ohio,34
Union,Ohio,34.1
Van Wert,Ohio,33.5
Vinton,Ohio,34.9
Warren,Ohio,35.5
Washington,Ohio,34.9
Wayne,Ohio,33.4
Williams,Ohio,32.3
Wood,Ohio,34.1
Wyandot,Ohio,33.4
Adams,Wisconsin,25.7
Ashland,Wisconsin,19.9
Barron,Wisconsin,21.2
Bayfield,Wisconsin,19.6
Brown,Wisconsin,26
Buffalo,Wisconsin,25
Burnett,Wisconsin,20.6
Calumet,Wisconsin,25.9
Chippewa,Wisconsin,22.3
Clark,Wisconsin,22.8
Columbia,Wisconsin,27.1
Crawford,Wisconsin,27.6
Dane,Wisconsin,27.7
Dodge,Wisconsin,26.9
Door,Wisconsin,26.4
Douglas,Wisconsin,19.4
Dunn,Wisconsin,23
Eau Claire,Wisconsin,23.4
Florence,Wisconsin,21.3
Fond du Lac,Wisconsin,26.2
Forest,Wisconsin,21
Grant,Wisconsin,28.3
Green,Wisconsin,28.5
Green Lake,Wisconsin,26.3
Iowa,Wisconsin,27.7
Iron,Wisconsin,19.4
Jackson,Wisconsin,24.3
Jefferson,Wisconsin,27.6
Juneau,Wisconsin,25.8
Kenosha,Wisconsin,30.1
Kewaunee,Wisconsin,26
La Crosse,Wisconsin,26.1
Lafayette,Wisconsin,28.6
Langlade,Wisconsin,21.8
Lincoln,Wisconsin,21.7
Manitowoc,Wisconsin,26.8
Marathon,Wisconsin,22.9
Marinette,Wisconsin,23.9
Marquette,Wisconsin,26.4
Menominee,Wisconsin,23.5
Milwaukee,Wisconsin,29.7
Monroe,Wisconsin,25.3
Oconto,Wisconsin,24.3
Oneida,Wisconsin,21.1
Outagamie,Wisconsin,25.6
Ozaukee,Wisconsin,28.4
Pepin,Wisconsin,24.2
Pierce,Wisconsin,23.2
Polk,Wisconsin,21.7
Portage,Wisconsin,24.1
Price,Wisconsin,20.8
Racine,Wisconsin,29.6
Richland,Wisconsin,27.2
Rock,Wisconsin,28.4
Rusk,Wisconsin,21.2
St. Croix,Wisconsin,22.8
Sauk,Wisconsin,27.5
Sawyer,Wisconsin,20
Shawano,Wisconsin,24.2
Sheboygan,Wisconsin,27.6
Taylor,Wisconsin,21.5
Trempealeau,Wisconsin,25
Vernon,Wisconsin,26.3
Vilas,Wisconsin,20.3
Walworth,Wisconsin,28.5
Washburn,Wisconsin,20.1
Washington,Wisconsin,26.4
Waukesha,Wisconsin,28
Waupaca,Wisconsin,24.8
Waushara,Wisconsin,25.5
Winnebago,Wisconsin,26.1
Wood,Wisconsin,24.1
