County,State,Temperature
Wells,Indiana,32.1
White,Indiana,31
Whitley,Indiana,30.8
Adair,Iowa,25.4
Adams,Iowa,26.4
Allamakee,Iowa,21
Appanoose,Iowa,27.7
Audubon,Iowa,24.4
Benton,Iowa,23.4
Black Hawk,Iowa,23
Boone,Iowa,24.5
Bremer,Iowa,21.9
Buchanan,Iowa,22.2
Buena Vista,Iowa,22.1
Butler,Iowa,22.4
Calhoun,Iowa,23.5
Carroll,Iowa,23.5
Cass,Iowa,26
Cedar,Iowa,25.3
Cerro Gordo,Iowa,20.8
Cherokee,Iowa,22
Chickasaw,Iowa,20.5
Clarke,Iowa,27.3
Clay,Iowa,21.6
Clayton,Iowa,22.4
Clinton,Iowa,26.5
Crawford,Iowa,23.4
Dallas,Iowa,25.9
Davis,Iowa,27.9
Decatur,Iowa,27.6
Delaware,Iowa,23.3
Des Moines,Iowa,28.2
Dickinson,Iowa,20.3
Dubuque,Iowa,23.8
Emmet,Iowa,20.9
Fayette,Iowa,21.3
Floyd,Iowa,21
Franklin,Iowa,22.3
Fremont,Iowa,26.9
Greene,Iowa,24.4
Grundy,Iowa,23.5
Guthrie,Iowa,24.8
Hamilton,Iowa,22.9
Hancock,Iowa,20.7
Hardin,Iowa,23.2
Harrison,Iowa,25.3
Henry,Iowa,27.1
Howard,Iowa,19.4
Humboldt,Iowa,22.4
Ida,Iowa,22.7
Iowa,Iowa,26.2
Jackson,Iowa,25.5
Jasper,Iowa,26
Jefferson,Iowa,26.6
Johnson,Iowa,25.7
Jones,Iowa,25.2
Keokuk,Iowa,26.5
Kossuth,Iowa,21.6
Lee,Iowa,28.7
Linn,Iowa,23.7
Louisa,Iowa,27.5
Lucas,Iowa,27.3
Lyon,Iowa,20.6
Madison,Iowa,26.4
Mahaska,Iowa,26.6
Marion,Iowa,26.6
Marshall,Iowa,24.9
Mills,Iowa,26.6
Mitchell,Iowa,20
Monona,Iowa,24.1
Monroe,Iowa,27.3
Montgomery,Iowa,26.8
Muscatine,Iowa,26
O'Brien,Iowa,21.1
Osceola,Iowa,20.2
Page,Iowa,27.6
Palo Alto,Iowa,22.2
Plymouth,Iowa,22.4
Pocahontas,Iowa,22.4
Polk,Iowa,26.1
Pottawattamie,Iowa,26
Poweshiek,Iowa,26
Ringgold,Iowa,26.9
Sac,Iowa,23.1
Scott,Iowa,27
Shelby,Iowa,24.6
Sioux,Iowa,21.3
Story,Iowa,24.6
Tama,Iowa,24.5
Taylor,Iowa,27.1
Union,Iowa,26.3
Van Buren,Iowa,27.7
Wapello,Iowa,27.2
Warren,Iowa,27
Washington,Iowa,26.7
Wayne,Iowa,27.4
Webster,Iowa,23.2
Winnebago,Iowa,20
Winneshiek,Iowa,19.9
Woodbury,Iowa,23.6
Worth,Iowa,19.5
Wright,Iowa,21.9
Alcona,Michigan,24.9
Alger,Michigan,20.8
Allegan,Michigan,29.3
Alpena,Michigan,25.5
Antrim,Michigan,25.6
Arenac,Michigan,26.8
Baraga,Michigan,18.4
Barry,Michigan,28.5
Bay,Michigan,28
Benzie,Michigan,25.5
Berrien,Michigan,30.4
Branch,Michigan,30
Calhoun,Michigan,29.4
Cass,Michigan,29.9
Charlevoix,Michigan,25.8
Cheboygan,Michigan,24.6
Chippewa,Michigan,22.5
Clare,Michigan,25.7
Clinton,Michigan,28.6
Crawford,Michigan,23.9
Delta,Michigan,21.6
Dickinson,Michigan,18.5
Eaton,Michigan,28.7
Emmet,Michigan,25.6
Genesee,Michigan,28.5
Gladwin,Michigan,26.5
Gogebic,Michigan,16.9
Grand Traverse,Michigan,25.7
Gratiot,Michigan,27.9
Hillsdale,Michigan,29.6
Houghton,Michigan,19.8
Huron,Michigan,27.1
Ingham,Michigan,28.8
Ionia,Michigan,28.1
Iosco,Michigan,25.6
Iron,Michigan,16.4
Isabella,Michigan,26.5
Jackson,Michigan,29.4
Kalamazoo,Michigan,29.5
Kalkaska,Michigan,24.6
Kent,Michigan,27.9
Keweenaw,Michigan,20.1
Lake,Michigan,25.6
Lapeer,Michigan,27.9
Leelanau,Michigan,25.9
Lenawee,Michigan,30.6
Livingston,Michigan,28.6
Luce,Michigan,21.1
Mackinac,Michigan,22.7
Macomb,Michigan,30.1
Manistee,Michigan,25.7
Marquette,Michigan,18.6
Mason,Michigan,26.4
Mecosta,Michigan,25.5
Menominee,Michigan,21
Midland,Michigan,27.6
Missaukee,Michigan,25
Monroe,Michigan,31.7
Montcalm,Michigan,26.8
Montmorency,Michigan,24.2
Muskegon,Michigan,28.2
Newaygo,Michigan,26.4
Oakland,Michigan,28.7
Oceana,Michigan,27
Ogemaw,Michigan,24.6
Ontonagon,Michigan,19
Osceola,Michigan,24.8
Oscoda,Michigan,23.9
Otsego,Michigan,23.4
Ottawa,Michigan,28.9
Presque Isle,Michigan,24.9
Roscommon,Michigan,24.9
Saginaw,Michigan,28.4
St. Clair,Michigan,29.4
St. Joseph,Michigan,30.2
Sanilac,Michigan,27.8
Schoolcraft,Michigan,21.4
Shiawassee,Michigan,28.5
Tuscola,Michigan,27.7
Van Buren,Michigan,30
Washtenaw,Michigan,29.6
Wayne,Michigan,30.8
Wexford,Michigan,24.6
Aitkin,Minnesota,13.9
Anoka,Minnesota,18.8
Becker,Minnesota,11.6
Beltrami,Minnesota,11.2
Benton,Minnesota,16.3
Big Stone,Minnesota,15.6
Blue Earth,Minnesota,20
Brown,Minnesota,19.5
Carlton,Minnesota,14.1
Carver,Minnesota,19
Cass,Minnesota,13.2
Chippewa,Minnesota,16.6
Chisago,Minnesota,18.8
Clay,Minnesota,12.9
Clearwater,Minnesota,11.1
Cook,Minnesota,13.3
Cottonwood,Minnesota,18.7
Crow Wing,Minnesota,14.1
Dakota,Minnesota,19.8
Dodge,Minnesota,18.8
Douglas,Minnesota,13.8
Faribault,Minnesota,20.4
Fillmore,Minnesota,19.5
Freeborn,Minnesota,19.6
Goodhue,Minnesota,19.2
Grant,Minnesota,14.4
Hennepin,Minnesota,19
Houston,Minnesota,20.8
Hubbard,Minnesota,12.3
Isanti,Minnesota,17.7
Itasca,Minnesota,11.7
Jackson,Minnesota,19.3
Kanabec,Minnesota,15.9
Kandiyohi,Minnesota,16.7
Kittson,Minnesota,9.8
Koochiching,Minnesota,10.2
Lac qui Parle,Minnesota,16.5
Lake,Minnesota,12.5
Lake of the Woods,Minnesota,10.6
Le Sueur,Minnesota,19.5
Lincoln,Minnesota,16.7
Lyon,Minnesota,17
McLeod,Minnesota,18.3
Mahnomen,Minnesota,10.4
Marshall,Minnesota,10.1
Martin,Minnesota,20.3
Meeker,Minnesota,17.4
Mille Lacs,Minnesota,15.9
Morrison,Minnesota,14.9
Mower,Minnesota,18.9
Murray,Minnesota,17.8
Nicollet,Minnesota,19.2
Nobles,Minnesota,19.1
Norman,Minnesota,11.8
Olmsted,Minnesota,18.7
Otter Tail,Minnesota,13.3
Pennington,Minnesota,10.4
Pine,Minnesota,16.2
Pipestone,Minnesota,17.8
Polk,Minnesota,11
Pope,Minnesota,14.4
Ramsey,Minnesota,19.3
Red Lake,Minnesota,10.7
Redwood,Minnesota,18.4
Renville,Minnesota,18.2
Rice,Minnesota,19.9
Rock,Minnesota,19.5
Roseau,Minnesota,9.8
St. Louis,Minnesota,11.5
Scott,Minnesota,19.7
Sherburne,Minnesota,17.3
Sibley,Minnesota,18.8
Stearns,Minnesota,15.5
Steele,Minnesota,20
Stevens,Minnesota,14.8
Swift,Minnesota,15.8
Todd,Minnesota,14.1
Traverse,Minnesota,15.3
Wabasha,Minnesota,19.1
Wadena,Minnesota,13.4
Waseca,Minnesota,20.3
Washington,Minnesota,19.4
Watonwan,Minnesota,20.2
Wilkin,Minnesota,14.3
Winona,Minnesota,20
Wright,Minnesota,17.8
Yellow Medicine,Minnesota,16.9
Adair,Missouri,29.6
Andrew,Missouri,30
Atchison,Missouri,28.2
Audrain,Missouri,33.1
Barry,Missouri,39.9
Barton,Missouri,37.7
Bates,Missouri,36.6
Benton,Missouri,35.8
Bollinger,Missouri,38.6
Boone,Missouri,34.3
Buchanan,Missouri,32.1
Butler,Missouri,40.5
Caldwell,Missouri,30.5
Callaway,Missouri,34.5
Camden,Missouri,37.5
Cape Girardeau,Missouri,39.2
Carroll,Missouri,31.9
Carter,Missouri,39.5
Cass,Missouri,34.6
Cedar,Missouri,37.7
Chariton,Missouri,32.2
Christian,Missouri,38.1
Clark,Missouri,29.4
Clay,Missouri,32.4
Clinton,Missouri,31
Cole,Missouri,35.9
Cooper,Missouri,34.5
Crawford,Missouri,36.2
Dade,Missouri,38.3
Dallas,Missouri,36.8
Daviess,Missouri,29
DeKalb,Missouri,29.4
Dent,Missouri,37.4
Douglas,Missouri,38.3
Dunklin,Missouri,42.9
Franklin,Missouri,35.6
Gasconade,Missouri,35.3
Gentry,Missouri,28.3
Greene,Missouri,38.1
Grundy,Missouri,29.3
Harrison,Missouri,28.2
Henry,Missouri,36
Hickory,Missouri,36.5
Holt,Missouri,29.4
Howard,Missouri,34
Howell,Missouri,39.4
Iron,Missouri,36.6
Jackson,Missouri,33.3
Jasper,Missouri,39.2
Jefferson,Missouri,36.7
Johnson,Missouri,34.4
Knox,Missouri,29.4
Laclede,Missouri,37.2
Lafayette,Missouri,33.2
Lawrence,Missouri,38.8
Lewis,Missouri,29.9
Lincoln,Missouri,33.7
Linn,Missouri,30.7
Livingston,Missouri,30.3
McDonald,Missouri,41
Macon,Missouri,31
Madison,Missouri,37.2
Maries,Missouri,36.9
Marion,Missouri,31.2
Mercer,Missouri,27.9
Miller,Missouri,37.4
Mississippi,Missouri,41.6
Moniteau,Missouri,35.1
Monroe,Missouri,32.4
Montgomery,Missouri,33.8
Morgan,Missouri,35.7
New Madrid,Missouri,42.1
Newton,Missouri,40.4
Nodaway,Missouri,28.1
Oregon,Missouri,40.3
Osage,Missouri,35.9
Ozark,Missouri,39.5
Pemiscot,Missouri,43.6
Perry,Missouri,37.6
Pettis,Missouri,34.4
Phelps,Missouri,37.3
Pike,Missouri,33.5
Platte,Missouri,32.6
Polk,Missouri,37.5
Pulaski,Missouri,37.7
Putnam,Missouri,28.1
Ralls,Missouri,32.6
Randolph,Missouri,33
Ray,Missouri,32.2
Reynolds,Missouri,38.1
Ripley,Missouri,40
St. Charles,Missouri,35.5
St. Clair,Missouri,36.9
Ste. Genevieve,Missouri,37
St. Francois,Missouri,36.3
St. Louis,Missouri,36.3
Saline,Missouri,33
Schuyler,Missouri,28.8
Scotland,Missouri,29.1
Scott,Missouri,40.7
Shannon,Missouri,39.1
Shelby,Missouri,30.6
Stoddard,Missouri,40.9
Stone,Missouri,39.1
Sullivan,Missouri,29
Taney,Missouri,39.3
Texas,Missouri,37.9
Vernon,Missouri,37.2
Warren,Missouri,34.5
Washington,Missouri,35.8
Wayne,Missouri,39
Webster,Missouri,36.9
Worth,Missouri,27.6
Wright,Missouri,37.3
St. Louis City,Missouri,36.8
Adams,Ohio,38
Allen,Ohio,32.5
Ashland,Ohio,32.5
Ashtabula,Ohio,32.2
Athens,Ohio,37.2
Auglaize,Ohio,32.5
Belmont,Ohio,35.2
Brown,Ohio,37.1
Butler,Ohio,36.1
Carroll,Ohio,33.9
Champaign,Ohio,33.7
Clark,Ohio,34.5
Clermont,Ohio,37.4
Clinton,Ohio,35.9
Columbiana,Ohio,33
Coshocton,Ohio,34.5
Crawford,Ohio,32.3
Cuyahoga,Ohio,33.2
Darke,Ohio,34.5
Defiance,Ohio,32.4
Delaware,Ohio,34.5
Erie,Ohio,32.6
Fairfield,Ohio,35.9
Fayette,Ohio,35.3
Franklin,Ohio,35.6
Fulton,Ohio,31.7
Gallia,Ohio,38.6
Geauga,Ohio,32
Greene,Ohio,35.4
Guernsey,Ohio,35.4
Hamilton,Ohio,37
Hancock,Ohio,32.9
Hardin,Ohio,32.8
Harrison,Ohio,34.7
Henry,Ohio,32.7
Highland,Ohio,37.1
Hocking,Ohio,36.6
Holmes,Ohio,33.8
Huron,Ohio,31.9
Jackson,Ohio,38.5
Jefferson,Ohio,34.1
Knox,Ohio,33.9
Lake,Ohio,33.3
Lawrence,Ohio,39.2
Licking,Ohio,34.9
Logan,Ohio,33.1
Lorain,Ohio,32.4
Lucas,Ohio,32.8
Madison,Ohio,34.6
Mahoning,Ohio,33
Marion,Ohio,33.4
Medina,Ohio,32.6
Meigs,Ohio,37.8
Mercer,Ohio,32.3
Miami,Ohio,34.6
Monroe,Ohio,36.1
Montgomery,Ohio,35.3
Morgan,Ohio,36.5
Morrow,Ohio,32.9
Muskingum,Ohio,35.5
Noble,Ohio,36.1
Ottawa,Ohio,33.1
Paulding,Ohio,32.6
Perry,Ohio,36
Pickaway,Ohio,36.1
Pike,Ohio,38.3
Portage,Ohio,33.2
Preble,Ohio,34.5
Putnam,Ohio,32.8
Richland,Ohio,32.2
Ross,Ohio,37.2
Sandusky,Ohio,32.9
Scioto,Ohio,39
Seneca,Ohio,32.4
Shelby,Ohio,33.2
Stark,Ohio,33.7
Summit,Ohio,33.8
Trumbull,Ohio,32.8
Tuscarawas,Ohio,34.4
Union,Ohio,33.9
Van Wert,Ohio,32.3
Vinton,Ohio,37.9
Warren,Ohio,36.5
Washington,Ohio,37.5
Wayne,Ohio,33.1
Williams,Ohio,31.3
Wood,Ohio,33.3
Wyandot,Ohio,32.9
Adams,Wisconsin,20.9
Ashland,Wisconsin,16.3
Barron,Wisconsin,16.8
Bayfield,Wisconsin,16.9
Brown,Wisconsin,22.6
Buffalo,Wisconsin,19.4
Burnett,Wisconsin,17
Calumet,Wisconsin,21.9
Chippewa,Wisconsin,17.9
Clark,Wisconsin,17.2
Columbia,Wisconsin,22.4
Crawford,Wisconsin,22.2
Dane,Wisconsin,23.2
Dodge,Wisconsin,22.3
Door,Wisconsin,22.9
Douglas,Wisconsin,16.4
Dunn,Wisconsin,18.2
Eau Claire,Wisconsin,18.2
Florence,Wisconsin,17.6
Fond du Lac,Wisconsin,21.6
Forest,Wisconsin,16.8
Grant,Wisconsin,23
Green,Wisconsin,24.3
Green Lake,Wisconsin,21.4
Iowa,Wisconsin,23
Iron,Wisconsin,15.8
Jackson,Wisconsin,18.6
Jefferson,Wisconsin,24.5
Juneau,Wisconsin,20.1
Kenosha,Wisconsin,26.8
Kewaunee,Wisconsin,22.5
La Crosse,Wisconsin,20.6
Lafayette,Wisconsin,23.1
Langlade,Wisconsin,16.7
Lincoln,Wisconsin,16.4
Manitowoc,Wisconsin,22.8
Marathon,Wisconsin,17.2
Marinette,Wisconsin,20
Marquette,Wisconsin,21.8
Menominee,Wisconsin,18.7
Milwaukee,Wisconsin,26.9
Monroe,Wisconsin,19
Oconto,Wisconsin,20.3
Oneida,Wisconsin,16.1
Outagamie,Wisconsin,21.5
Ozaukee,Wisconsin,25.5
Pepin,Wisconsin,19.1
Pierce,Wisconsin,18.3
Polk,Wisconsin,17.8
Portage,Wisconsin,18.8
Price,Wisconsin,15.5
Racine,Wisconsin,26.4
Richland,Wisconsin,22.3
Rock,Wisconsin,24.8
Rusk,Wisconsin,16.7
St. Croix,Wisconsin,18.3
Sauk,Wisconsin,22.4
Sawyer,Wisconsin,15.7
Shawano,Wisconsin,19.4
Sheboygan,Wisconsin,23.5
Taylor,Wisconsin,16.2
Trempealeau,Wisconsin,19.5
Vernon,Wisconsin,20.4
Vilas,Wisconsin,15.8
Walworth,Wisconsin,25.2
Washburn,Wisconsin,16.2
Washington,Wisconsin,23.5
Waukesha,Wisconsin,25
Waupaca,Wisconsin,20
Waushara,Wisconsin,20.7
Winnebago,Wisconsin,21.4
