County,State,Temperature
Henry,Indiana,31.7
Howard,Indiana,30.4
Huntington,Indiana,30.8
Jackson,Indiana,35.1
Jasper,Indiana,29.3
Jay,Indiana,31.3
Jefferson,Indiana,35.7
Jennings,Indiana,35
Johnson,Indiana,32.7
Knox,Indiana,35.2
Kosciusko,Indiana,29.2
LaGrange,Indiana,29
Lake,Indiana,29.4
LaPorte,Indiana,28.8
Lawrence,Indiana,34.3
Madison,Indiana,32
Marion,Indiana,32
Marshall,Indiana,29
Martin,Indiana,34.2
Miami,Indiana,30.4
Monroe,Indiana,33.4
Montgomery,Indiana,30.6
Morgan,Indiana,32.7
Newton,Indiana,29.2
Noble,Indiana,28.9
Ohio,Indiana,35.5
Orange,Indiana,35.5
Owen,Indiana,33.2
Parke,Indiana,31.8
Perry,Indiana,37.4
Pike,Indiana,35.6
Porter,Indiana,29.1
Posey,Indiana,36.9
Pulaski,Indiana,29.5
Putnam,Indiana,31.7
Randolph,Indiana,31.3
Ripley,Indiana,34.4
Rush,Indiana,32.5
St. Joseph,Indiana,28.7
Scott,Indiana,35.5
Shelby,Indiana,33.2
Spencer,Indiana,37.3
Starke,Indiana,29.1
Steuben,Indiana,28.5
Sullivan,Indiana,33.7
Switzerland,Indiana,35.8
Tippecanoe,Indiana,30.3
Tipton,Indiana,30.9
Union,Indiana,33.3
Vanderburgh,Indiana,36.8
Vermillion,Indiana,31.4
Vigo,Indiana,32.7
Wabash,Indiana,30.8
Warren,Indiana,30
Warrick,Indiana,36.4
Washington,Indiana,35.2
Wayne,Indiana,32
Wells,Indiana,30.9
White,Indiana,29.6
Whitley,Indiana,29.5
Adair,Iowa,21.8
Adams,Iowa,22.6
Allamakee,Iowa,21.2
Appanoose,Iowa,25.7
Audubon,Iowa,20.4
Benton,Iowa,21.8
Black Hawk,Iowa,20.7
Boone,Iowa,21.2
Bremer,Iowa,20
Buchanan,Iowa,21.2
Buena Vista,Iowa,18.7
Butler,Iowa,19.8
Calhoun,Iowa,19.6
Carroll,Iowa,20.3
Cass,Iowa,21.8
Cedar,Iowa,24
Cerro Gordo,Iowa,18.9
Cherokee,Iowa,19.2
Chickasaw,Iowa,19.5
Clarke,Iowa,24
Clay,Iowa,17.9
Clayton,Iowa,21.4
Clinton,Iowa,24.9
Crawford,Iowa,20
Dallas,Iowa,22.6
Davis,Iowa,26.1
Decatur,Iowa,24.3
Delaware,Iowa,21.6
Des Moines,Iowa,26.7
Dickinson,Iowa,17.2
Dubuque,Iowa,23
Emmet,Iowa,18.1
Fayette,Iowa,20.4
Floyd,Iowa,19.4
Franklin,Iowa,19.9
Fremont,Iowa,24.1
Greene,Iowa,21.1
Grundy,Iowa,20.8
Guthrie,Iowa,21.4
Hamilton,Iowa,20.3
Hancock,Iowa,18.3
Hardin,Iowa,20.8
Harrison,Iowa,21.1
Henry,Iowa,26.2
Howard,Iowa,18.9
Humboldt,Iowa,18.7
Ida,Iowa,19.5
Iowa,Iowa,23
Jackson,Iowa,24.4
Jasper,Iowa,23.2
Jefferson,Iowa,25.5
Johnson,Iowa,23.4
Jones,Iowa,23.2
Keokuk,Iowa,24.2
Kossuth,Iowa,18
Lee,Iowa,27.8
Linn,Iowa,22
Louisa,Iowa,25.5
Lucas,Iowa,24.5
Lyon,Iowa,17.8
Madison,Iowa,23
Mahaska,Iowa,23.7
Marion,Iowa,24.5
Marshall,Iowa,21.8
Mills,Iowa,23.1
Mitchell,Iowa,18.8
Monona,Iowa,20.6
Monroe,Iowa,24.7
Montgomery,Iowa,22.9
Muscatine,Iowa,24.5
O'Brien,Iowa,17.7
Osceola,Iowa,17
Page,Iowa,23.7
Palo Alto,Iowa,18.4
Plymouth,Iowa,19
Pocahontas,Iowa,18.5
Polk,Iowa,23.2
Pottawattamie,Iowa,21.8
Poweshiek,Iowa,22.9
Ringgold,Iowa,23.5
Sac,Iowa,19.5
Scott,Iowa,25.1
Shelby,Iowa,20.5
Sioux,Iowa,18.2
Story,Iowa,21.2
Tama,Iowa,21.7
Taylor,Iowa,23.6
Union,Iowa,22.4
Van Buren,Iowa,26.5
Wapello,Iowa,24.9
Warren,Iowa,24.2
Washington,Iowa,24.6
Wayne,Iowa,24.9
Webster,Iowa,19.8
Winnebago,Iowa,17.8
Winneshiek,Iowa,19.8
Woodbury,Iowa,19.5
Worth,Iowa,18.4
Wright,Iowa,19.2
Alcona,Michigan,23.7
Alger,Michigan,21.1
Allegan,Michigan,28.9
Alpena,Michigan,23.6
Antrim,Michigan,24
Arenac,Michigan,25.4
Baraga,Michigan,17.4
Barry,Michigan,27.4
Bay,Michigan,26.2
Benzie,Michigan,25
Berrien,Michigan,29.3
Branch,Michigan,28
Calhoun,Michigan,27
Cass,Michigan,28.9
Charlevoix,Michigan,24.1
Cheboygan,Michigan,23
Chippewa,Michigan,20.6
Clare,Michigan,24.2
Clinton,Michigan,26.6
Crawford,Michigan,22.7
Delta,Michigan,22.3
Dickinson,Michigan,18.1
Eaton,Michigan,26.7
Emmet,Michigan,23.8
Genesee,Michigan,26.5
Gladwin,Michigan,25
Gogebic,Michigan,16.3
Grand Traverse,Michigan,24.6
Gratiot,Michigan,26.6
Hillsdale,Michigan,27.8
Houghton,Michigan,18.2
Huron,Michigan,26
Ingham,Michigan,26.4
Ionia,Michigan,26.7
Iosco,Michigan,24.8
Iron,Michigan,16.4
Isabella,Michigan,25.8
Jackson,Michigan,27
Kalamazoo,Michigan,28
Kalkaska,Michigan,23.4
Kent,Michigan,27.1
Keweenaw,Michigan,18.7
Lake,Michigan,25
Lapeer,Michigan,26.5
Leelanau,Michigan,25
Lenawee,Michigan,28.5
Livingston,Michigan,26.6
Luce,Michigan,20.6
Mackinac,Michigan,22
Macomb,Michigan,28.6
Manistee,Michigan,25.7
Marquette,Michigan,18.1
Mason,Michigan,26.2
Mecosta,Michigan,24.6
Menominee,Michigan,21.5
Midland,Michigan,26.3
Missaukee,Michigan,23.3
Monroe,Michigan,29.7
Montcalm,Michigan,25.6
Montmorency,Michigan,22.5
Muskegon,Michigan,28
Newaygo,Michigan,25.8
Oakland,Michigan,27
Oceana,Michigan,26.6
Ogemaw,Michigan,23.5
Ontonagon,Michigan,17.6
Osceola,Michigan,23.5
Oscoda,Michigan,22.7
Otsego,Michigan,21.6
Ottawa,Michigan,28.8
Presque Isle,Michigan,23.3
Roscommon,Michigan,23.1
Saginaw,Michigan,26.6
St. Clair,Michigan,27.8
St. Joseph,Michigan,29
Sanilac,Michigan,26.7
Schoolcraft,Michigan,22.2
Shiawassee,Michigan,26.5
Tuscola,Michigan,26.5
Van Buren,Michigan,29.1
Washtenaw,Michigan,27.5
Wayne,Michigan,29
Wexford,Michigan,23.6
Aitkin,Minnesota,14
Anoka,Minnesota,17.8
Becker,Minnesota,13.3
Beltrami,Minnesota,11.6
Benton,Minnesota,17
Big Stone,Minnesota,16.8
Blue Earth,Minnesota,17.5
Brown,Minnesota,17.9
Carlton,Minnesota,13.7
Carver,Minnesota,17.5
Cass,Minnesota,13.8
Chippewa,Minnesota,18.4
Chisago,Minnesota,18
Clay,Minnesota,13
Clearwater,Minnesota,12.7
Cook,Minnesota,11.8
Cottonwood,Minnesota,17.6
Crow Wing,Minnesota,15.3
Dakota,Minnesota,19
Dodge,Minnesota,17.7
Douglas,Minnesota,14.8
Faribault,Minnesota,17.8
Fillmore,Minnesota,19.3
Freeborn,Minnesota,17.9
Goodhue,Minnesota,19
Grant,Minnesota,14.9
Hennepin,Minnesota,17.9
Houston,Minnesota,21.2
Hubbard,Minnesota,13.1
Isanti,Minnesota,16.9
Itasca,Minnesota,12
Jackson,Minnesota,17.1
Kanabec,Minnesota,16
Kandiyohi,Minnesota,17.4
Kittson,Minnesota,6.8
Koochiching,Minnesota,10.3
Lac qui Parle,Minnesota,18.4
Lake,Minnesota,11.7
Lake of the Woods,Minnesota,9.8
Le Sueur,Minnesota,18.6
Lincoln,Minnesota,17.4
Lyon,Minnesota,18.3
McLeod,Minnesota,17.9
Mahnomen,Minnesota,12.9
Marshall,Minnesota,9.5
Martin,Minnesota,17.6
Meeker,Minnesota,17.7
Mille Lacs,Minnesota,16
Morrison,Minnesota,16.6
Mower,Minnesota,17.6
Murray,Minnesota,17.8
Nicollet,Minnesota,17.8
Nobles,Minnesota,17.3
Norman,Minnesota,12
Olmsted,Minnesota,18.2
Otter Tail,Minnesota,14.2
Pennington,Minnesota,10.8
Pine,Minnesota,15.6
Pipestone,Minnesota,17.5
Polk,Minnesota,11.2
Pope,Minnesota,15.7
Ramsey,Minnesota,18.7
Red Lake,Minnesota,11.2
Redwood,Minnesota,18.4
Renville,Minnesota,18.3
Rice,Minnesota,18.6
Rock,Minnesota,17.7
Roseau,Minnesota,8.2
St. Louis,Minnesota,10.7
Scott,Minnesota,18.2
Sherburne,Minnesota,16.9
Sibley,Minnesota,18
Stearns,Minnesota,16.6
Steele,Minnesota,18.5
Stevens,Minnesota,15.8
Swift,Minnesota,16.8
Todd,Minnesota,15.2
Traverse,Minnesota,15.5
Wabasha,Minnesota,19.3
Wadena,Minnesota,14.2
Waseca,Minnesota,18.4
Washington,Minnesota,19
Watonwan,Minnesota,17.6
Wilkin,Minnesota,14.4
Winona,Minnesota,20.8
Wright,Minnesota,17
Yellow Medicine,Minnesota,18.8
Adair,Missouri,27
Andrew,Missouri,26.6
Atchison,Missouri,24.7
Audrain,Missouri,30
Barry,Missouri,34
Barton,Missouri,31.9
Bates,Missouri,31
Benton,Missouri,31.5
Bollinger,Missouri,35.6
Boone,Missouri,30.2
Buchanan,Missouri,27.8
Butler,Missouri,37.1
Caldwell,Missouri,28.1
Callaway,Missouri,30.8
Camden,Missouri,32.5
Cape Girardeau,Missouri,36
Carroll,Missouri,29
Carter,Missouri,34.9
Cass,Missouri,29.8
Cedar,Missouri,31.9
Chariton,Missouri,29.5
Christian,Missouri,33.3
Clark,Missouri,28.5
Clay,Missouri,29.1
Clinton,Missouri,28.1
Cole,Missouri,32.2
Cooper,Missouri,30.9
Crawford,Missouri,32.5
Dade,Missouri,32.2
Dallas,Missouri,31.8
Daviess,Missouri,27.3
DeKalb,Missouri,27.3
Dent,Missouri,32.7
Douglas,Missouri,34
Dunklin,Missouri,38.5
Franklin,Missouri,33.1
Gasconade,Missouri,32.4
Gentry,Missouri,26.3
Greene,Missouri,32.2
Grundy,Missouri,27.2
Harrison,Missouri,25.9
Henry,Missouri,31.4
Hickory,Missouri,31.7
Holt,Missouri,26.1
Howard,Missouri,30.2
Howell,Missouri,34.6
Iron,Missouri,33.5
Jackson,Missouri,29.5
Jasper,Missouri,32.6
Jefferson,Missouri,34.3
Johnson,Missouri,30
Knox,Missouri,27.9
Laclede,Missouri,32.9
Lafayette,Missouri,29.5
Lawrence,Missouri,32.9
Lewis,Missouri,29.2
Lincoln,Missouri,32.1
Linn,Missouri,28.4
Livingston,Missouri,28.4
McDonald,Missouri,33.6
Macon,Missouri,28.4
Madison,Missouri,34.3
Maries,Missouri,32.8
Marion,Missouri,29.6
Mercer,Missouri,26.2
Miller,Missouri,32.9
Mississippi,Missouri,37.8
Moniteau,Missouri,31.2
Monroe,Missouri,29.5
Montgomery,Missouri,31.2
Morgan,Missouri,31.3
New Madrid,Missouri,38
Newton,Missouri,33.2
Nodaway,Missouri,25
Oregon,Missouri,34.9
Osage,Missouri,32.3
Ozark,Missouri,35.5
Pemiscot,Missouri,38.9
Perry,Missouri,35.1
Pettis,Missouri,30.6
Phelps,Missouri,33
Pike,Missouri,31.4
Platte,Missouri,28.8
Polk,Missouri,31.8
Pulaski,Missouri,33.5
Putnam,Missouri,26.2
Ralls,Missouri,30.3
Randolph,Missouri,29.1
Ray,Missouri,29
Reynolds,Missouri,33.9
Ripley,Missouri,36.1
St. Charles,Missouri,33.7
St. Clair,Missouri,31.6
Ste. Genevieve,Missouri,34.6
St. Francois,Missouri,33.5
St. Louis,Missouri,34.4
Saline,Missouri,29.9
Schuyler,Missouri,26.7
Scotland,Missouri,27.5
Scott,Missouri,37.2
Shannon,Missouri,34
Shelby,Missouri,28.7
Stoddard,Missouri,37.2
Stone,Missouri,34.2
Sullivan,Missouri,26.9
Taney,Missouri,35.1
Texas,Missouri,33.2
Vernon,Missouri,31.3
Warren,Missouri,32.2
Washington,Missouri,33
Wayne,Missouri,35.6
Webster,Missouri,32
Worth,Missouri,25.1
Wright,Missouri,32.8
St. Louis City,Missouri,34.8
Adams,Ohio,36.8
Allen,Ohio,31.6
Ashland,Ohio,30.9
Ashtabula,Ohio,31
Athens,Ohio,36.2
Auglaize,Ohio,31.5
Belmont,Ohio,33.8
Brown,Ohio,36
Butler,Ohio,34.8
Carroll,Ohio,31.8
Champaign,Ohio,32.6
Clark,Ohio,33.6
Clermont,Ohio,36
Clinton,Ohio,34.2
Columbiana,Ohio,31.6
Coshocton,Ohio,33
Crawford,Ohio,30.8
Cuyahoga,Ohio,31.3
Darke,Ohio,32.1
Defiance,Ohio,30.3
Delaware,Ohio,32.8
Erie,Ohio,32.2
Fairfield,Ohio,34.6
Fayette,Ohio,34.2
Franklin,Ohio,34.4
Fulton,Ohio,29.9
Gallia,Ohio,37.6
Geauga,Ohio,30
Greene,Ohio,34
Guernsey,Ohio,33.1
Hamilton,Ohio,35.6
Hancock,Ohio,31.4
Hardin,Ohio,32.1
Harrison,Ohio,33.3
Henry,Ohio,30.8
Highland,Ohio,35
Hocking,Ohio,34.9
Holmes,Ohio,32
Huron,Ohio,31
Jackson,Ohio,36.7
Jefferson,Ohio,33
Knox,Ohio,33
Lake,Ohio,31.3
Lawrence,Ohio,37.9
Licking,Ohio,33.7
Logan,Ohio,32
Lorain,Ohio,31.6
Lucas,Ohio,30.9
Madison,Ohio,33.4
Mahoning,Ohio,31.1
Marion,Ohio,32.1
Medina,Ohio,31.1
Meigs,Ohio,37.1
Mercer,Ohio,31
Miami,Ohio,32.9
Monroe,Ohio,34.4
Montgomery,Ohio,34
Morgan,Ohio,34.6
Morrow,Ohio,31.5
Muskingum,Ohio,33.2
Noble,Ohio,33.9
Ottawa,Ohio,31.7
Paulding,Ohio,30.5
Perry,Ohio,33.9
Pickaway,Ohio,35.2
Pike,Ohio,36.3
Portage,Ohio,30.6
Preble,Ohio,33
Putnam,Ohio,31.1
Richland,Ohio,30.5
Ross,Ohio,35.6
Sandusky,Ohio,31.7
Scioto,Ohio,37.4
Seneca,Ohio,31.3
Shelby,Ohio,31.7
Stark,Ohio,30.7
Summit,Ohio,31
Trumbull,Ohio,30.8
Tuscarawas,Ohio,32.1
Union,Ohio,32.2
Van Wert,Ohio,30.7
Vinton,Ohio,36
Warren,Ohio,34.9
Washington,Ohio,35.8
Wayne,Ohio,31.4
Williams,Ohio,29.7
Wood,Ohio,31.3
Wyandot,Ohio,31.9
Adams,Wisconsin,22.1
Ashland,Wisconsin,16.3
Barron,Wisconsin,17.1
Bayfield,Wisconsin,16.7
Brown,Wisconsin,23.3
Buffalo,Wisconsin,20
Burnett,Wisconsin,16.3
Calumet,Wisconsin,23.2
Chippewa,Wisconsin,18.3
Clark,Wisconsin,19.2
Columbia,Wisconsin,23.4
Crawford,Wisconsin,23
Dane,Wisconsin,23.8
Dodge,Wisconsin,23.9
Door,Wisconsin,24.4
Douglas,Wisconsin,15.9
Dunn,Wisconsin,18.9
Eau Claire,Wisconsin,19.3
Florence,Wisconsin,17.4
Fond du Lac,Wisconsin,22.4
Forest,Wisconsin,17.1
Grant,Wisconsin,23.3
Green,Wisconsin,24.6
Green Lake,Wisconsin,23.4
Iowa,Wisconsin,23.9
Iron,Wisconsin,15.5
Jackson,Wisconsin,20.8
Jefferson,Wisconsin,25
Juneau,Wisconsin,22.2
Kenosha,Wisconsin,26.2
Kewaunee,Wisconsin,23.9
La Crosse,Wisconsin,21.5
Lafayette,Wisconsin,24.2
Langlade,Wisconsin,18.2
Lincoln,Wisconsin,18
Manitowoc,Wisconsin,23.7
Marathon,Wisconsin,19.2
Marinette,Wisconsin,20.6
Marquette,Wisconsin,23.6
Menominee,Wisconsin,20.3
Milwaukee,Wisconsin,26.6
Monroe,Wisconsin,21.5
Oconto,Wisconsin,21.5
Oneida,Wisconsin,16.5
Outagamie,Wisconsin,22.8
Ozaukee,Wisconsin,26.2
Pepin,Wisconsin,19.4
Pierce,Wisconsin,19
Polk,Wisconsin,17.2
Portage,Wisconsin,21
Price,Wisconsin,16.1
Racine,Wisconsin,25.8
Richland,Wisconsin,23.2
Rock,Wisconsin,25.2
Rusk,Wisconsin,17.2
St. Croix,Wisconsin,18.4
Sauk,Wisconsin,23.2
Sawyer,Wisconsin,16
Shawano,Wisconsin,21.1
Sheboygan,Wisconsin,24.3
Taylor,Wisconsin,17.5
Trempealeau,Wisconsin,20.3
Vernon,Wisconsin,22
Vilas,Wisconsin,15.7
Walworth,Wisconsin,25.2
Washburn,Wisconsin,15.7
Washington,Wisconsin,24.1
Waukesha,Wisconsin,25
Waupaca,Wisconsin,22
Waushara,Wisconsin,22.2
Winnebago,Wisconsin,22.7
Wood,Wisconsin,20.5
